ItinID,Origin,Dest,TkCarrier,Pax,Coupons,Avg_Fare
20131375419,JFK,LAX,AA,2,1,232.5
20131375420,JFK,LAX,AA,5,1,233
20131375421,JFK,LAX,AA,2,1,234
20131375422,JFK,LAX,AA,1,1,234.5
20131375423,JFK,LAX,AA,7,1,235
20131375424,JFK,LAX,AA,3,1,235.5
20131375425,JFK,LAX,AA,3,1,236.5
20131375426,JFK,LAX,AA,2,1,237
20131375427,JFK,LAX,AA,1,1,237.5
20131375428,JFK,LAX,AA,1,1,238.5
20131375429,JFK,LAX,AA,1,1,239
20131375431,JFK,LAX,AA,2,1,239.5
20131375432,JFK,LAX,AA,3,1,240
20131375433,JFK,LAX,AA,2,1,240.5
20131375434,JFK,LAX,AA,1,1,241
20131375435,JFK,LAX,AA,1,1,241.5
20131375436,JFK,LAX,AA,1,1,242.5
20131375437,JFK,LAX,AA,2,1,243
20131375438,JFK,LAX,AA,2,1,243.5
20131375439,JFK,LAX,AA,1,1,244
20131375440,JFK,LAX,AA,1,1,244.5
20131375441,JFK,LAX,AA,4,1,245
20131375442,JFK,LAX,AA,1,1,245.5
20131375443,JFK,LAX,AA,1,1,246
20131375444,JFK,LAX,AA,3,1,246.5
20131375445,JFK,LAX,AA,2,1,247
20131375446,JFK,LAX,AA,2,1,247.5
20131375447,JFK,LAX,AA,1,1,248
20131375448,JFK,LAX,AA,1,1,249
20131375449,JFK,LAX,AA,1,1,249.5
20131375450,JFK,LAX,AA,6,1,250
20131375451,JFK,LAX,AA,1,1,250.5
20131375452,JFK,LAX,AA,3,1,251.5
20131375454,JFK,LAX,AA,10,1,252.5
20131375455,JFK,LAX,AA,1,1,253
20131375456,JFK,LAX,AA,2,1,253.5
20131375457,JFK,LAX,AA,1,1,254.5
20131375458,JFK,LAX,AA,10,1,255
20131375459,JFK,LAX,AA,2,1,255.5
20131375461,JFK,LAX,AA,3,1,256.5
20131375463,JFK,LAX,AA,4,1,257
20131375464,JFK,LAX,AA,10,1,257.5
20131375465,JFK,LAX,AA,1,1,258
20131375466,JFK,LAX,AA,1,1,258.5
20131375467,JFK,LAX,AA,2,1,259
20131375468,JFK,LAX,AA,1,1,259.5
20131375469,JFK,LAX,AA,2,1,260
20131375470,JFK,LAX,AA,3,1,260.5
20131375472,JFK,LAX,AA,4,1,261.5
20131375473,JFK,LAX,AA,7,1,262.5
20131375475,JFK,LAX,AA,1,1,263
20131375476,JFK,LAX,AA,5,1,263.5
20131375477,JFK,LAX,AA,1,1,264
20131375478,JFK,LAX,AA,2,1,264.5
20131375480,JFK,LAX,AA,3,1,265
20131375481,JFK,LAX,AA,3,1,266.5
20131375482,JFK,LAX,AA,1,1,267
20131375483,JFK,LAX,AA,4,1,267.5
20131375485,JFK,LAX,AA,4,1,268.5
20131375486,JFK,LAX,AA,1,1,269.5
20131375487,JFK,LAX,AA,2,1,270
20131375488,JFK,LAX,AA,1,1,271
20131375489,JFK,LAX,AA,4,1,271.5
20131375490,JFK,LAX,AA,7,1,272
20131375492,JFK,LAX,AA,3,1,272.5
20131375493,JFK,LAX,AA,1,1,273
20131375494,JFK,LAX,AA,3,1,273.5
20131375495,JFK,LAX,AA,1,1,274
20131375496,JFK,LAX,AA,1,1,274.5
20131375497,JFK,LAX,AA,4,1,276.5
20131375498,JFK,LAX,AA,12,1,277
20131375501,JFK,LAX,AA,1,1,277.5
20131375502,JFK,LAX,AA,3,1,278.5
20131375503,JFK,LAX,AA,5,1,279.5
20131375504,JFK,LAX,AA,1,1,280
20131375505,JFK,LAX,AA,1,1,280.5
20131375506,JFK,LAX,AA,2,1,281
20131375507,JFK,LAX,AA,1,1,281.5
20131375508,JFK,LAX,AA,12,1,282
20131375509,JFK,LAX,AA,2,1,282.5
20131375510,JFK,LAX,AA,1,1,283
20131375513,JFK,LAX,AA,3,1,283.5
20131375514,JFK,LAX,AA,4,1,284.5
20131375516,JFK,LAX,AA,1,1,285.5
20131375517,JFK,LAX,AA,2,1,286
20131375518,JFK,LAX,AA,2,1,286.5
20131375519,JFK,LAX,AA,13,1,287
20131375521,JFK,LAX,AA,2,1,287.5
20131375522,JFK,LAX,AA,1,1,288
20131375523,JFK,LAX,AA,2,1,289
20131375524,JFK,LAX,AA,3,1,289.5
20131375525,JFK,LAX,AA,9,1,290.5
20131375526,JFK,LAX,AA,1,1,291
20131375527,JFK,LAX,AA,1,1,291.5
20131375528,JFK,LAX,AA,1,1,292.5
20131375529,JFK,LAX,AA,2,1,293
20131375530,JFK,LAX,AA,1,1,293.5
20131375531,JFK,LAX,AA,2,1,294.5
20131375532,JFK,LAX,AA,1,1,295
20131375533,JFK,LAX,AA,1,1,295.5
20131375534,JFK,LAX,AA,2,1,296
20131375535,JFK,LAX,AA,1,1,297
20131375536,JFK,LAX,AA,3,1,297.5
20131375537,JFK,LAX,AA,1,1,298
20131375539,JFK,LAX,AA,1,1,298.5
20131375540,JFK,LAX,AA,1,1,299
20131375541,JFK,LAX,AA,9,1,300.5
20131375544,JFK,LAX,AA,1,1,301
20131375545,JFK,LAX,AA,2,1,301.5
20131375546,JFK,LAX,AA,1,1,302
20131375547,JFK,LAX,AA,2,1,302.5
20131375548,JFK,LAX,AA,17,1,303
20131375549,JFK,LAX,AA,3,1,303.5
20131375550,JFK,LAX,AA,1,1,305
20131375551,JFK,LAX,AA,10,1,305.5
20131375552,JFK,LAX,AA,3,1,306
20131375553,JFK,LAX,AA,2,1,307
20131375554,JFK,LAX,AA,1,1,307.5
20131375555,JFK,LAX,AA,12,1,308
20131375557,JFK,LAX,AA,2,1,308.5
20131375558,JFK,LAX,AA,2,1,309.5
20131375559,JFK,LAX,AA,1,1,310.5
20131375560,JFK,LAX,AA,2,1,311
20131375561,JFK,LAX,AA,1,1,312
20131375563,JFK,LAX,AA,2,1,313.5
20131375564,JFK,LAX,AA,9,1,314.5
20131375565,JFK,LAX,AA,2,1,315
20131375566,JFK,LAX,AA,1,1,315.5
20131375567,JFK,LAX,AA,2,1,316.5
20131375568,JFK,LAX,AA,1,1,317.5
20131375569,JFK,LAX,AA,1,1,320
20131375570,JFK,LAX,AA,1,1,320.5
20131375571,JFK,LAX,AA,1,1,321
20131375572,JFK,LAX,AA,1,1,321.5
20131375573,JFK,LAX,AA,2,1,322
20131375575,JFK,LAX,AA,2,1,323
20131375576,JFK,LAX,AA,1,1,323.5
20131375577,JFK,LAX,AA,3,1,324
20131375578,JFK,LAX,AA,1,1,324.5
20131375579,JFK,LAX,AA,3,1,325
20131375580,JFK,LAX,AA,2,1,326
20131375581,JFK,LAX,AA,3,1,326.5
20131375582,JFK,LAX,AA,2,1,327
20131375583,JFK,LAX,AA,2,1,328
20131375584,JFK,LAX,AA,1,1,328.5
20131375585,JFK,LAX,AA,2,1,329
20131375587,JFK,LAX,AA,3,1,329.5
20131375588,JFK,LAX,AA,1,1,330.5
20131375589,JFK,LAX,AA,1,1,331
20131375590,JFK,LAX,AA,6,1,331.5
20131375591,JFK,LAX,AA,1,1,333.5
20131375592,JFK,LAX,AA,1,1,334
20131375593,JFK,LAX,AA,1,1,334.5
20131375594,JFK,LAX,AA,3,1,336.5
20131375597,JFK,LAX,AA,1,1,340
20131375598,JFK,LAX,AA,1,1,341.5
20131375600,JFK,LAX,AA,6,1,342.5
20131375601,JFK,LAX,AA,2,1,343
20131375602,JFK,LAX,AA,2,1,345
20131375603,JFK,LAX,AA,1,1,346.5
20131375604,JFK,LAX,AA,1,1,347
20131375606,JFK,LAX,AA,2,1,348
20131375608,JFK,LAX,AA,1,1,348.5
20131375609,JFK,LAX,AA,2,1,349.5
20131375610,JFK,LAX,AA,1,1,350.5
20131375611,JFK,LAX,AA,2,1,351.5
20131375612,JFK,LAX,AA,1,1,352
20131375613,JFK,LAX,AA,1,1,352.5
20131375614,JFK,LAX,AA,1,1,353
20131375615,JFK,LAX,AA,1,1,353.5
20131375616,JFK,LAX,AA,1,1,354
20131375617,JFK,LAX,AA,1,1,355.5
20131375618,JFK,LAX,AA,3,1,356.5
20131375620,JFK,LAX,AA,1,1,357
20131375621,JFK,LAX,AA,5,1,357.5
20131375622,JFK,LAX,AA,4,1,358
20131375623,JFK,LAX,AA,3,1,360
20131375624,JFK,LAX,AA,2,1,360.5
20131375625,JFK,LAX,AA,1,1,362
20131375626,JFK,LAX,AA,2,1,364
20131375627,JFK,LAX,AA,2,1,365
20131375628,JFK,LAX,AA,1,1,366
20131375629,JFK,LAX,AA,1,1,368
20131375630,JFK,LAX,AA,1,1,368.5
20131375631,JFK,LAX,AA,1,1,369
20131375632,JFK,LAX,AA,1,1,370
20131375634,JFK,LAX,AA,1,1,371.5
20131375635,JFK,LAX,AA,2,1,372
20131375636,JFK,LAX,AA,2,1,372.5
20131375637,JFK,LAX,AA,3,1,373
20131375638,JFK,LAX,AA,1,1,373.5
20131375639,JFK,LAX,AA,10,1,374
20131375640,JFK,LAX,AA,3,1,376.5
20131375642,JFK,LAX,AA,1,1,377
20131375643,JFK,LAX,AA,2,1,378.5
20131375644,JFK,LAX,AA,2,1,379
20131375645,JFK,LAX,AA,1,1,379.5
20131375646,JFK,LAX,AA,1,1,380
20131375647,JFK,LAX,AA,1,1,382
20131375648,JFK,LAX,AA,1,1,382.5
20131375649,JFK,LAX,AA,1,1,383
20131375650,JFK,LAX,AA,1,1,383.5
20131375651,JFK,LAX,AA,4,1,384
20131375652,JFK,LAX,AA,1,1,387.5
20131375653,JFK,LAX,AA,1,1,389
20131375654,JFK,LAX,AA,1,1,389.5
20131375655,JFK,LAX,AA,2,1,392
20131375656,JFK,LAX,AA,1,1,392.5
20131375657,JFK,LAX,AA,2,1,393
20131375658,JFK,LAX,AA,2,1,393.5
20131375659,JFK,LAX,AA,1,1,394
20131375660,JFK,LAX,AA,1,1,394.5
20131375661,JFK,LAX,AA,2,1,396
20131375662,JFK,LAX,AA,2,1,397.5
20131375663,JFK,LAX,AA,1,1,398
20131375664,JFK,LAX,AA,6,1,398.5
20131375666,JFK,LAX,AA,1,1,399.5
20131375667,JFK,LAX,AA,2,1,400.5
20131375668,JFK,LAX,AA,4,1,401
20131375669,JFK,LAX,AA,2,1,401.5
20131375670,JFK,LAX,AA,2,1,402
20131375671,JFK,LAX,AA,1,1,403
20131375672,JFK,LAX,AA,9,1,403.5
20131375673,JFK,LAX,AA,1,1,404.5
20131375674,JFK,LAX,AA,7,1,406
20131375676,JFK,LAX,AA,1,1,406.5
20131375677,JFK,LAX,AA,2,1,408.5
20131375678,JFK,LAX,AA,1,1,410.5
20131375679,JFK,LAX,AA,2,1,411
20131375680,JFK,LAX,AA,1,1,412
20131375681,JFK,LAX,AA,1,1,412.5
20131375682,JFK,LAX,AA,1,1,414
20131375683,JFK,LAX,AA,1,1,414.5
20131375684,JFK,LAX,AA,1,1,415.5
20131375685,JFK,LAX,AA,2,1,418
20131375686,JFK,LAX,AA,1,1,418.5
20131375687,JFK,LAX,AA,1,1,419
20131375688,JFK,LAX,AA,1,1,421.5
20131375690,JFK,LAX,AA,1,1,423.5
20131375691,JFK,LAX,AA,1,1,424
20131375692,JFK,LAX,AA,1,1,424.5
20131375693,JFK,LAX,AA,1,1,424.5
20131375694,JFK,LAX,AA,1,1,426.5
20131375695,JFK,LAX,AA,2,1,427
20131375696,JFK,LAX,AA,1,1,427.5
20131375697,JFK,LAX,AA,1,1,428.5
20131375698,JFK,LAX,AA,1,1,429.5
20131375699,JFK,LAX,AA,1,1,431
20131375700,JFK,LAX,AA,3,1,432
20131375702,JFK,LAX,AA,1,1,433.5
20131375703,JFK,LAX,AA,3,1,435
20131375704,JFK,LAX,AA,1,1,436.5
20131375706,JFK,LAX,AA,1,1,442
20131375707,JFK,LAX,AA,1,1,446.5
20131375708,JFK,LAX,AA,1,1,450
20131375709,JFK,LAX,AA,1,1,450.5
20131375710,JFK,LAX,AA,1,1,452
20131375711,JFK,LAX,AA,1,1,452.5
20131375712,JFK,LAX,AA,1,1,454.5
20131375713,JFK,LAX,AA,8,1,455.5
20131375715,JFK,LAX,AA,1,1,456
20131375716,JFK,LAX,AA,1,1,457.5
20131375717,JFK,LAX,AA,1,1,460
20131375718,JFK,LAX,AA,2,1,460.5
20131375719,JFK,LAX,AA,2,1,466.5
20131375720,JFK,LAX,AA,2,1,467.5
20131375721,JFK,LAX,AA,1,1,469.5
20131375722,JFK,LAX,AA,1,1,471
20131375723,JFK,LAX,AA,1,1,472.5
20131375724,JFK,LAX,AA,1,1,476
20131375725,JFK,LAX,AA,1,1,477.5
20131375726,JFK,LAX,AA,1,1,478
20131375727,JFK,LAX,AA,1,1,479
20131375729,JFK,LAX,AA,1,1,480
20131375730,JFK,LAX,AA,1,1,481
20131375731,JFK,LAX,AA,1,1,482
20131375732,JFK,LAX,AA,1,1,483.5
20131375734,JFK,LAX,AA,2,1,484
20131375735,JFK,LAX,AA,1,1,485
20131375736,JFK,LAX,AA,1,1,485.5
20131375737,JFK,LAX,AA,1,1,487
20131375738,JFK,LAX,AA,1,1,487.5
20131375739,JFK,LAX,AA,1,1,488
20131375740,JFK,LAX,AA,1,1,489.5
20131375741,JFK,LAX,AA,2,1,492.5
20131375742,JFK,LAX,AA,1,1,494.5
20131375743,JFK,LAX,AA,1,1,496
20131375744,JFK,LAX,AA,8,1,497.5
20131375745,JFK,LAX,AA,1,1,498
20131375746,JFK,LAX,AA,1,1,500
20131375747,JFK,LAX,AA,1,1,500.5
20131375748,JFK,LAX,AA,6,1,502.5
20131375749,JFK,LAX,AA,3,1,503.5
20131375750,JFK,LAX,AA,1,1,507
20131375751,JFK,LAX,AA,1,1,507.5
20131375752,JFK,LAX,AA,1,1,510
20131375753,JFK,LAX,AA,1,1,510.5
20131375754,JFK,LAX,AA,1,1,514
20131375755,JFK,LAX,AA,1,1,525
20131375756,JFK,LAX,AA,1,1,525.5
20131375757,JFK,LAX,AA,5,1,526
20131375758,JFK,LAX,AA,1,1,527
20131375759,JFK,LAX,AA,2,1,528
20131375760,JFK,LAX,AA,1,1,529.5
20131375763,JFK,LAX,AA,1,1,536.5
20131375764,JFK,LAX,AA,1,1,537
20131375765,JFK,LAX,AA,1,1,544.5
20131375766,JFK,LAX,AA,3,1,545.5
20131375767,JFK,LAX,AA,2,1,546.5
20131375768,JFK,LAX,AA,4,1,554.5
20131375769,JFK,LAX,AA,1,1,555
20131375770,JFK,LAX,AA,1,1,559.5
20131375771,JFK,LAX,AA,4,1,560.5
20131375772,JFK,LAX,AA,1,1,565
20131375773,JFK,LAX,AA,1,1,568.5
20131375774,JFK,LAX,AA,1,1,570
20131375775,JFK,LAX,AA,1,1,577
20131375776,JFK,LAX,AA,1,1,577.5
20131375777,JFK,LAX,AA,1,1,581
20131375778,JFK,LAX,AA,2,1,585
20131375779,JFK,LAX,AA,4,1,586
20131375780,JFK,LAX,AA,2,1,591.5
20131375781,JFK,LAX,AA,4,1,592.5
20131375782,JFK,LAX,AA,1,1,595
20131375783,JFK,LAX,AA,1,1,595.5
20131375785,JFK,LAX,AA,3,1,597.5
20131375786,JFK,LAX,AA,1,1,599
20131375787,JFK,LAX,AA,1,1,607.5
20131375788,JFK,LAX,AA,1,1,610.5
20131375789,JFK,LAX,AA,1,1,620.5
20131375790,JFK,LAX,AA,1,1,629
20131375791,JFK,LAX,AA,1,1,632
20131375792,JFK,LAX,AA,1,1,638.5
20131375793,JFK,LAX,AA,1,1,645.5
20131375794,JFK,LAX,AA,1,1,655.5
20131375795,JFK,LAX,AA,4,1,667.5
20131375796,JFK,LAX,AA,3,1,672.5
20131375797,JFK,LAX,AA,1,1,673
20131375798,JFK,LAX,AA,1,1,683
20131375799,JFK,LAX,AA,1,1,692
20131375800,JFK,LAX,AA,1,1,694.5
20131375801,JFK,LAX,AA,1,1,724.5
20131375802,JFK,LAX,AA,1,1,727.5
20131375803,JFK,LAX,AA,1,1,739
20131375804,JFK,LAX,AA,1,1,739.5
20131375805,JFK,LAX,AA,1,1,748.5
20131375806,JFK,LAX,AA,1,1,756
20131375807,JFK,LAX,AA,1,1,794.5
20131375808,JFK,LAX,AA,1,1,805.5
20131375809,JFK,LAX,AA,2,1,818
20131375810,JFK,LAX,AA,1,1,825.5
20131375811,JFK,LAX,AA,1,1,826.5
20131375812,JFK,LAX,AA,2,1,858
20131375813,JFK,LAX,AA,1,1,860
20131375814,JFK,LAX,AA,1,1,868
20131375815,JFK,LAX,AA,1,1,885.5
20131375816,JFK,LAX,AA,5,1,885.5
20131375817,JFK,LAX,AA,1,1,888
20131375818,JFK,LAX,AA,3,1,894.5
20131375819,JFK,LAX,AA,1,1,900.5
20131375820,JFK,LAX,AA,2,1,901.5
20131375821,JFK,LAX,AA,2,1,906.5
20131375822,JFK,LAX,AA,1,1,911
20131375823,JFK,LAX,AA,1,1,922.5
20131375824,JFK,LAX,AA,1,1,924.5
20131375825,JFK,LAX,AA,1,1,932.5
20131375826,JFK,LAX,AA,3,1,935.5
20131375827,JFK,LAX,AA,1,1,935.5
20131375828,JFK,LAX,AA,1,1,941
20131375829,JFK,LAX,AA,1,1,948
20131375830,JFK,LAX,AA,1,1,956
20131375831,JFK,LAX,AA,1,1,958
20131375832,JFK,LAX,AA,1,1,960.5
20131375833,JFK,LAX,AA,3,1,960.5
20131375834,JFK,LAX,AA,1,1,961
20131375835,JFK,LAX,AA,1,1,967
20131375836,JFK,LAX,AA,1,1,967
20131375837,JFK,LAX,AA,1,1,980
20131375838,JFK,LAX,AA,8,1,980.5
20131375839,JFK,LAX,AA,2,1,985
20131375840,JFK,LAX,AA,2,1,985.5
20131375841,JFK,LAX,AA,1,1,985.5
20131375842,JFK,LAX,AA,1,1,995.5
20131375843,JFK,LAX,AA,1,1,1002.5
20131375844,JFK,LAX,AA,3,1,1009.5
20131375845,JFK,LAX,AA,3,1,1010.5
20131375846,JFK,LAX,AA,1,1,1024.5
20131375847,JFK,LAX,AA,2,1,1025.5
20131375848,JFK,LAX,AA,1,1,1032
20131375849,JFK,LAX,AA,1,1,1032
20131375850,JFK,LAX,AA,1,1,1035.5
20131375851,JFK,LAX,AA,1,1,1053.5
20131375852,JFK,LAX,AA,1,1,1053.5
20131375853,JFK,LAX,AA,1,1,1059.5
20131375854,JFK,LAX,AA,1,1,1060.5
20131375855,JFK,LAX,AA,1,1,1063.5
20131375856,JFK,LAX,AA,1,1,1077
20131375857,JFK,LAX,AA,1,1,1085.5
20131375858,JFK,LAX,AA,1,1,1095.5
20131375859,JFK,LAX,AA,1,1,1097
20131375860,JFK,LAX,AA,1,1,1100.5
20131375861,JFK,LAX,AA,1,1,1102
20131375862,JFK,LAX,AA,1,1,1125.5
20131375863,JFK,LAX,AA,1,1,1129
20131375864,JFK,LAX,AA,1,1,1135.5
20131375865,JFK,LAX,AA,1,1,1137.5
20131375866,JFK,LAX,AA,2,1,1177.5
20131375867,JFK,LAX,AA,5,1,1190.5
20131375868,JFK,LAX,AA,2,1,1211
20131375869,JFK,LAX,AA,1,1,1213.5
20131375870,JFK,LAX,AA,1,1,1228.5
20131375871,JFK,LAX,AA,1,1,1241.5
20131375872,JFK,LAX,AA,1,1,1256.5
20131375873,JFK,LAX,AA,2,1,1260.5
20131375874,JFK,LAX,AA,1,1,1273
20131375875,JFK,LAX,AA,1,1,1280
20131375876,JFK,LAX,AA,1,1,1281.5
20131375877,JFK,LAX,AA,1,1,1285.5
20131375878,JFK,LAX,AA,2,1,1296.5
20131375879,JFK,LAX,AA,1,1,1305
20131375880,JFK,LAX,AA,1,1,1310.5
20131375881,JFK,LAX,AA,3,1,1310.5
20131375882,JFK,LAX,AA,1,1,1320.5
20131375883,JFK,LAX,AA,1,1,1336.5
20131375884,JFK,LAX,AA,1,1,1339
20131375885,JFK,LAX,AA,1,1,1345
20131375886,JFK,LAX,AA,1,1,1360.5
20131375887,JFK,LAX,AA,1,1,1370.5
20131375889,JFK,LAX,AA,1,1,1407
20131375890,JFK,LAX,AA,1,1,1408.5
20131375891,JFK,LAX,AA,1,1,1410.5
20131375892,JFK,LAX,AA,1,1,1411.5
20131375893,JFK,LAX,AA,1,1,1414.5
20131375894,JFK,LAX,AA,1,1,1434.5
20131375895,JFK,LAX,AA,2,1,1438
20131375896,JFK,LAX,AA,1,1,1457
20131375897,JFK,LAX,AA,4,1,1461.5
20131375898,JFK,LAX,AA,2,1,1471.5
20131375899,JFK,LAX,AA,1,1,1496
20131375900,JFK,LAX,AA,1,1,1511.5
20131375901,JFK,LAX,AA,1,1,1521
20131375902,JFK,LAX,AA,1,1,1523.5
20131375903,JFK,LAX,AA,1,1,1525.5
20131375904,JFK,LAX,AA,1,1,1534
20131375905,JFK,LAX,AA,1,1,1543.5
20131375906,JFK,LAX,AA,1,1,1558.5
20131375907,JFK,LAX,AA,2,1,1582.5
20131375908,JFK,LAX,AA,3,1,1589.5
20131375909,JFK,LAX,AA,1,1,1589.5
20131375910,JFK,LAX,AA,3,1,1661
20131375911,JFK,LAX,AA,6,1,1693.5
20131375912,JFK,LAX,AA,4,1,1696.5
20131375913,JFK,LAX,AA,1,1,1697.5
20131375914,JFK,LAX,AA,1,1,1729
20131375915,JFK,LAX,AA,1,1,1733.5
20131375916,JFK,LAX,AA,1,1,1762
20131375917,JFK,LAX,AA,1,1,1771
20131375918,JFK,LAX,AA,3,1,1775.5
20131375919,JFK,LAX,AA,1,1,1775.5
20131375920,JFK,LAX,AA,3,1,1817.5
20131375921,JFK,LAX,AA,1,1,1822
20131375922,JFK,LAX,AA,1,1,1823
20131375923,JFK,LAX,AA,1,1,1864
20131375924,JFK,LAX,AA,5,1,1864.5
20131375925,JFK,LAX,AA,2,1,1888
20131375926,JFK,LAX,AA,1,1,1890
20131375927,JFK,LAX,AA,1,1,1912
20131375928,JFK,LAX,AA,2,1,1914.5
20131375929,JFK,LAX,AA,4,1,1914.5
20131375930,JFK,LAX,AA,1,1,1924.5
20131375931,JFK,LAX,AA,1,1,1952.5
20131375932,JFK,LAX,AA,3,1,1959.5
20131375933,JFK,LAX,AA,1,1,1962
20131375934,JFK,LAX,AA,1,1,1962
20131375935,JFK,LAX,AA,1,1,1967
20131375936,JFK,LAX,AA,1,1,1969
20131375937,JFK,LAX,AA,1,1,1974.5
20131375938,JFK,LAX,AA,1,1,1979
20131375939,JFK,LAX,AA,1,1,2008
20131375940,JFK,LAX,AA,5,1,2009.5
20131375941,JFK,LAX,AA,2,1,2009.5
20131375942,JFK,LAX,AA,1,1,2014.5
20131375943,JFK,LAX,AA,5,1,2054.5
20131375944,JFK,LAX,AA,1,1,2059
20131375945,JFK,LAX,AA,1,1,2064.5
20131375946,JFK,LAX,AA,1,1,2074
20131375947,JFK,LAX,AA,1,1,2110
20131375948,JFK,LAX,AA,1,1,2114.5
20131375949,JFK,LAX,AA,3,1,2114.5
20131375950,JFK,LAX,AA,3,1,2219.5
20131375951,JFK,LAX,AA,2,1,2219.5
20131375952,JFK,LAX,AA,1,1,2224.5
20131375953,JFK,LAX,AA,2,1,2236
20131375954,JFK,LAX,AA,1,1,2243
20131375955,JFK,LAX,AA,1,1,2253
20131375956,JFK,LAX,AA,1,1,2254.5
20131375957,JFK,LAX,AA,1,1,2256.5
20131375958,JFK,LAX,AA,1,1,2304.5
20131375959,JFK,LAX,AA,1,1,2324.5
20131375960,JFK,LAX,AA,1,1,2325.5
20131375961,JFK,LAX,AA,1,1,2340.5
20131375962,JFK,LAX,AA,1,1,2361.5
20131375963,JFK,LAX,AA,1,1,2388
20131375964,JFK,LAX,AA,1,1,2391
20131375965,JFK,LAX,AA,1,1,2401
20131375966,JFK,LAX,AA,1,1,2409.5
20131375967,JFK,LAX,AA,1,1,2409.5
20131375968,JFK,LAX,AA,1,1,2435
20131375969,JFK,LAX,AA,1,1,2486.5
20131376186,JFK,LAX,AA,1,2,308
20131376187,JFK,LAX,AA,1,2,500.9
20131376203,JFK,LAX,AA,1,2,250.4
20131376204,JFK,LAX,AA,1,2,270.7
20131376207,JFK,LAX,AA,1,2,777.3
20131376245,JFK,LAX,AA,1,2,105.2
20131376246,JFK,LAX,AA,1,2,193.9
20131376247,JFK,LAX,AA,1,2,286.1
20131376248,JFK,LAX,AA,1,2,367.7
20131376249,JFK,LAX,AA,1,2,444.4
20131376255,JFK,LAX,AA,1,3,483.7
20131376276,JFK,LAX,AA,1,3,276.6
20131376302,JFK,LAX,AA,1,2,230.7
20131376303,JFK,LAX,AA,1,2,276.7
20131376304,JFK,LAX,AA,2,2,324.9
20131376305,JFK,LAX,AA,1,2,339.5
20131376829,JFK,LAX,AA,1,1,235.6
20131376863,JFK,LAX,AA,1,1,259.5
20131376864,JFK,LAX,AA,2,1,288.5
20131376866,JFK,LAX,AA,1,3,332.7
20131376867,JFK,LAX,AA,1,2,558.9
20131378805,JFK,LAX,AA,1,1,175.1
20131378806,JFK,LAX,AA,1,1,185.6
20131378807,JFK,LAX,AA,1,1,410.5
20131379145,JFK,LAX,AA,1,1,208.8
20131380026,JFK,LAX,AA,1,2,357.3
20131380209,JFK,LAX,AA,1,1,340.2
20131380587,JFK,LAX,AA,1,1,173.5
20131380588,JFK,LAX,AA,1,1,191.9
20131380589,JFK,LAX,AA,1,1,202
20131380590,JFK,LAX,AA,1,1,233
20131380591,JFK,LAX,AA,1,1,238.9
20131380593,JFK,LAX,AA,1,1,322.7
20131380594,JFK,LAX,AA,1,1,1541.3
20131384605,JFK,LAX,AA,1,1,221.5
20131384607,JFK,LAX,AA,1,1,342.3
20131384608,JFK,LAX,AA,1,1,382.4
20131384979,JFK,LAX,AA,1,1,226.7
20131385103,JFK,LAX,AA,1,1,538.7
20131385304,JFK,LAX,AA,1,2,188.6
20131385305,JFK,LAX,AA,1,2,670
20131385308,JFK,LAX,AA,1,1,143.7
20131385309,JFK,LAX,AA,1,1,170.7
20131385310,JFK,LAX,AA,1,1,208.2
20131385312,JFK,LAX,AA,1,1,212.6
20131385313,JFK,LAX,AA,1,1,255.7
20131385315,JFK,LAX,AA,1,1,251.5
20131385316,JFK,LAX,AA,1,1,279.9
20131385317,JFK,LAX,AA,1,1,293.4
20131385318,JFK,LAX,AA,1,1,402.7
20131385964,JFK,LAX,AA,1,1,269.4
20131386150,JFK,LAX,AA,1,2,223.1
20131386151,JFK,LAX,AA,1,1,183.4
20131386152,JFK,LAX,AA,1,1,225.4
20131386153,JFK,LAX,AA,1,1,338.1
20131386315,JFK,LAX,AA,1,1,195
20131386316,JFK,LAX,AA,1,1,216.8
20131387070,JFK,LAX,AA,1,1,163.7
20131387072,JFK,LAX,AA,1,1,177.4
20131387074,JFK,LAX,AA,1,1,190.7
20131387076,JFK,LAX,AA,1,1,192.6
20131387077,JFK,LAX,AA,1,1,205.9
20131387078,JFK,LAX,AA,1,1,209.1
20131387079,JFK,LAX,AA,1,1,215
20131387082,JFK,LAX,AA,1,1,261.4
20131387083,JFK,LAX,AA,1,1,263.6
20131387086,JFK,LAX,AA,1,4,478.6
20131387088,JFK,LAX,AA,1,2,190.7
20131387089,JFK,LAX,AA,1,2,218.5
20131388063,JFK,LAX,AA,1,1,2280.3
20131493581,JFK,LAX,AA,1,1,350.2
20131540763,JFK,LAX,AA,1,1,371.9
20131549951,JFK,LAX,AA,1,1,244.2
20131568912,JFK,LAX,AA,1,1,137.8
20131568913,JFK,LAX,AA,1,1,481.8
20131585199,JFK,LAX,AA,1,1,177.4
20131585200,JFK,LAX,AA,1,1,336.1
20131588097,JFK,LAX,AA,1,1,229
20131592876,JFK,LAX,AA,1,1,101.2
20131592877,JFK,LAX,AA,1,1,150.1
20131592878,JFK,LAX,AA,1,1,181.4
20131592879,JFK,LAX,AA,1,1,181.9
20131592880,JFK,LAX,AA,1,1,209.3
20131592881,JFK,LAX,AA,1,1,213.2
20131592882,JFK,LAX,AA,1,1,230.3
20131592883,JFK,LAX,AA,1,1,239.6
